StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,attention_check,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,affiliation,affiliation_4_TEXT,strong_red,strong_blue,affiliation_none,importance_aff,gender,gender_3_TEXT,age,AI timer 1_First Click,AI timer 1_Last Click,AI timer 1_Page Submit,AI timer 1_Click Count,AI Q 1,AI timer 2_First Click,AI timer 2_Last Click,AI timer 2_Page Submit,AI timer 2_Click Count,AI Q2,AI timer 3_First Click,AI timer 3_Last Click,AI timer 3_Page Submit,AI timer 3_Click Count,"AI Q 3 ",AI timer 4 _First Click,AI timer 4 _Last Click,AI timer 4 _Page Submit,AI timer 4 _Click Count,"AI Q 4 ",AI timer 5 _First Click,AI timer 5 _Last Click,AI timer 5 _Page Submit,AI timer 5 _Click Count,"AI Q 5 ",familiarity,rid,Politician,MatrixResponses
2026-01-29 22:13:06,2026-01-29 22:15:53,IP Address,80.166.182.149,100,167,True,2026-01-29 22:15:54,R_21CON8ubmk46iQx,,,,,55.6514,12.2926,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget enig,Meget enig,Meget enig,Delvist enig,Delvist enig,Meget enig,Meget enig,Meget enig,Meget enig,Blå blok,,,Stærkt tilknyttet,,Moderat vigtig,Mand,,72,1.585,1.585,6.111,2,,0.237,5.061,6.006,2,,0,0,6.011,0,,0,0,6.01,0,,0,0,6.01,0,,Moderat bekendt,697bdb6d-8173-ae27-0816-2516024dadc0,Troels Lund Poulsen,"Meget enig, Delvist enig"
2026-01-30 09:53:56,2026-01-30 09:56:20,IP Address,87.49.42.51,100,143,True,2026-01-30 09:56:21,R_82yjRitRH0CS90n,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Delvist Uenig,Hverken enig eller uenig,Meget uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Slet ikke vigtig,Kvinde,,60,5.364,5.364,6.008,1,,4.629,4.629,6.011,1,,3.641,3.641,6.11,1,,3.1,3.1,6.012,1,M,0,0,5.117,0,,Moderat bekendt,697c7fae-8721-3bcc-bc6a-4d056ae56a56,Mette Frederiksen,"Meget uenig, Hverken enig eller uenig, Delvist Uenig"
2026-01-30 09:54:57,2026-01-30 09:56:31,IP Address,193.163.223.192,100,94,True,2026-01-30 09:56:32,R_2Hjdv4CPa9zWVgL,,,,,56.1897,10.1995,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Stærkt tilknyttet,,Lidt vigtig,Mand,,51,2.847,2.847,6.014,1,,4.816,4.816,6.017,1,,1.97,1.97,3.975,1,2,0.84,0.84,2.09,1,3,0.784,0.784,2.372,1,6,Moderat bekendt,697c7feb-0f0e-a10c-6c07-cd1955347156,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig"
2026-01-30 09:54:43,2026-01-30 09:57:21,IP Address,85.24.109.232,100,158,True,2026-01-30 09:57:22,R_2kH6xpeOBqFt6KC,,,,,56.1455,8.9781,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist Uenig,Delvist Uenig,Delvist enig,Delvist Uenig,Delvist enig,Ingen af delene,,,,Ingen af delene,Meget vigtig,Kvinde,,52,2.007,2.007,6.111,1,Ved ikke,1.5,2.1,6.017,3,Ved ikke,2.486,2.486,6.117,1,V,0.996,0.996,6.118,1,Ved ikke,1.743,1.743,6.017,1,Ved ikke,Meget bekendt,697c7fdd-7f52-f6ea-6fec-95a009cee901,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Delvist Uenig"
2026-01-30 09:55:54,2026-01-30 09:58:00,IP Address,85.184.165.15,100,125,True,2026-01-30 09:58:01,R_2kN8dU4TDsWYHtH,,,,,56.1449,10.0061,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Delvist Uenig,Meget enig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Meget uenig,Delvist Uenig,Meget uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Meget vigtig,Mand,,34,2.44,3.006,6.014,3,2000,1.805,2.25,6.016,3,10000,2.339,2.339,6.115,1,100000,1.352,5.898,6.112,5,0,2.707,2.707,6.015,1,50000,Ekstremt bekendt,697c8025-755a-8e08-94c5-6322f05f570f,Mette Frederiksen,"Delvist Uenig, Meget uenig, Hverken enig eller uenig, Meget enig"
2026-01-30 09:56:59,2026-01-30 09:58:46,IP Address,176.23.37.228,100,107,True,2026-01-30 09:58:47,R_20YOyggV8DCzk5z,,,,,55.5955,12.2978,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Moderat vigtig,Kvinde,,38,3.543,3.543,6.007,1,1000,1.594,1.594,5.743,1,5000,2.514,2.514,6.01,1,3000000,3.236,3.236,4.864,1,0,2.604,2.604,5.85,1,0,Lidt bekendt,697c8065-6d5b-1656-926e-ab74ffa01cdb,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig"
2026-01-30 09:56:43,2026-01-30 09:58:57,IP Address,212.27.16.25,100,134,True,2026-01-30 09:58:57,R_2jVKe0y2qEns7Pb,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Meget enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Moderat vigtig,Mand,,55,1.885,1.885,6.008,1,100000,0.209,0.209,0.214,1,,2.558,2.558,6.006,1,100,0,0,0.238,0,,1.716,1.716,6.111,1,20000,Ekstremt bekendt,697c8055-57e7-8079-9ce5-084d2e0ba038,Mette Frederiksen,"Meget enig, Delvist enig, Hverken enig eller uenig"
2026-01-30 09:55:50,2026-01-30 09:59:14,IP Address,2.128.32.87,100,204,True,2026-01-30 09:59:14,R_8d9UQwp8WxPD88K,,,,,56.0416,10.0971,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist Uenig,Delvist Uenig,Ingen af delene,,,,Ingen af delene,Meget vigtig,Kvinde,,60,4.182,4.182,6.012,1,"Ved ",0.353,2.102,6.01,2,Ved ik,0.049,2.201,5.461,3,Ved ikke,1.9,1.9,6.007,1,?,0.096,6.068,6.106,4,Ved ik,Ekstremt bekendt,697c8020-4bfa-ddb7-908f-08ad61959a0f,Mette Frederiksen,"Delvist enig, Delvist Uenig"
2026-01-30 09:55:51,2026-01-30 09:59:27,IP Address,62.107.20.17,100,216,True,2026-01-30 09:59:27,R_8ti2LVqHP2GWq38,,,,,55.6769,12.5268,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Tættest på blå blok,Moderat vigtig,Mand,,25,1.034,1.034,6.013,1,"det vd ",1.338,1.338,6.006,1,det ved jeg ikke,0,0,6.109,0,,0,0,6.11,0,,0,0,6.116,0,,Meget bekendt,697c8022-2f41-2b44-dd08-ec0e0e4dd8ef,Mette Frederiksen,Hverken enig eller uenig
2026-01-30 09:56:19,2026-01-30 10:01:16,IP Address,212.27.20.42,100,296,True,2026-01-30 10:01:16,R_8DcBZCkqqhxsqxk,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Mand,,30,5.899,5.899,6.123,1,,4.593,4.593,6.02,1,0,0,0,6.126,0,,0,0,6.018,0,,0,0,6.126,0,,Lidt bekendt,697c803c-96a3-9d48-7d2f-46efac274035,Troels Lund Poulsen,"Delvist Uenig, Hverken enig eller uenig"
2026-01-30 09:59:46,2026-01-30 10:01:26,IP Address,87.104.250.195,100,100,True,2026-01-30 10:01:27,R_2M9cwKiOxEEa9kB,,,,,56.9753,9.851,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Meget uenig,Meget uenig,Delvist Uenig,Meget uenig,Meget uenig,Meget uenig,Delvist Uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Slet ikke vigtig,Mand,,49,1.214,1.214,5.319,1,500,1.292,1.292,4.513,1,2500,0.973,0.973,4.693,1,500000,1.156,1.156,3.012,1,0,1.304,1.304,5.345,1,15000,Meget bekendt,697c810b-b33a-61a9-df3a-d9af6fb0abf0,Mette Frederiksen,"Meget uenig, Delvist Uenig"
2026-01-30 10:00:11,2026-01-30 10:02:30,IP Address,77.241.136.120,100,138,True,2026-01-30 10:02:30,R_8dYTXRB8KikK4H7,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Kvinde,,59,3.005,3.005,6.113,1,11,2.74,2.74,6.012,1,10,3.79,3.79,6.112,1,,0,0,6.113,0,,3.455,3.455,6.012,1,50,Moderat bekendt,697c8125-483b-4f55-be29-126b87d99a08,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist Uenig"
2026-01-30 09:58:53,2026-01-30 10:03:28,IP Address,80.167.168.134,100,274,True,2026-01-30 10:03:28,R_8InHZJvR5vUAnxl,,,,,55.8472,12.4349,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Delvist enig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Andet,Det kan skiftes så holder mig ikke til en bestemt blok,,,Ingen af delene,Moderat vigtig,Mand,,30,1.625,1.625,6.01,1,200 mi,1.935,1.935,6.007,1,3000,1.829,1.829,6.003,1,65,1.64,1.64,6.011,1,+,1.998,1.998,6.111,1,2000,Meget bekendt,697c80d7-6a4b-05ca-34df-41a3642b38ae,Troels Lund Poulsen,"Delvist Uenig, Hverken enig eller uenig, Delvist enig"
2026-01-30 10:01:05,2026-01-30 10:03:43,IP Address,188.183.156.90,100,157,True,2026-01-30 10:03:43,R_8Bs2kGMxIaHlTwd,,,,,55.6894,12.4578,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Rød blok,,Stærkt tilknyttet,,,Moderat vigtig,Kvinde,,74,3.979,3.979,6.128,1,,4.406,4.406,6.11,1,,0,0,6.018,0,,0,0,6.012,0,,0,0,6.132,0,,Lidt bekendt,697c815b-2268-5fc2-3a17-e67b48c4ddaa,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig"
2026-01-30 09:59:48,2026-01-30 10:03:44,IP Address,80.62.116.141,100,235,True,2026-01-30 10:03:44,R_8zCt4hFDSAmgR4o,,,,,55.7123,12.0564,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Hverken enig eller uenig,Delvist enig,Meget enig,Meget enig,Meget enig,Delvist enig,Meget enig,Hverken enig eller uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Meget vigtig,Mand,,66,3.907,5.901,6.136,2,,0,0,6.134,0,,0,0,6.137,0,,0,0,6.024,0,,0,0,6.021,0,,Meget bekendt,697c810e-da7c-84a2-917a-4c9da3e01b3f,Mette Frederiksen,"Delvist enig, Meget enig, Hverken enig eller uenig"
2026-01-30 10:03:37,2026-01-30 10:05:48,IP Address,80.208.71.11,100,131,True,2026-01-30 10:05:49,R_2x7oEmjW79sH9mh,,,,,55.609,11.7295,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Kvinde,,27,3.788,3.788,6.018,1,4,3.2,3.2,6.132,1,500,3.383,3.383,6.024,1,10000,4.733,4.733,6.135,1,0,0.034,2.442,6.13,2,30000,Meget bekendt,697c81f4-7a47-e161-eb30-c3d2dac991aa,Mette Frederiksen,Meget uenig
2026-01-30 10:04:55,2026-01-30 10:07:20,IP Address,188.180.74.129,100,144,True,2026-01-30 10:07:20,R_2p2PM9pyn3yoqZR,,,,,55.2252,11.7549,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Mand,,73,3.032,3.032,6.13,1,,2.658,2.658,6.022,1,,1.855,3.023,6.024,2,,2.516,3.587,6.122,2,1,1.808,2.258,5.44,2,1,"Slet ikke bekendt (jeg ved ikke, hvem personen er)",697c823d-b26c-b9d6-2cea-5dacc9c0d763,Troels Lund Poulsen,Hverken enig eller uenig
2026-01-30 10:05:09,2026-01-30 10:08:09,IP Address,212.27.16.20,100,180,True,2026-01-30 10:08:10,R_2Fh9gZQEkKPKSA1,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Slet ikke vigtig,Mand,,57,3.103,3.103,6.013,1,,0,0,6.115,0,,0,0,6.013,0,,0,0,6.019,0,,1.936,5.006,6.019,2,,Meget bekendt,697c824f-7ada-ab70-10bc-d80307f4cf68,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig"
2026-01-30 10:07:24,2026-01-30 10:09:24,IP Address,89.150.132.93,100,119,True,2026-01-30 10:09:24,R_8BDJCH53PEkpsuB,,,,,55.7935,12.4693,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Hverken enig eller uenig,Delvist enig,Meget enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Mand,,42,2.538,2.538,6.008,1,,0.281,4.249,5.855,3,2500,1.577,1.577,6.008,1,"10mio ",0.242,5.087,6.118,2,250,2.664,2.664,6.015,1,10000,Ekstremt bekendt,697c82d5-5c2d-cd72-b4b7-6b78fddd052f,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Meget enig"
2026-01-30 10:06:39,2026-01-30 10:09:35,IP Address,37.96.87.90,100,175,True,2026-01-30 10:09:35,R_2wFbDIBQwrWRmr4,,,,,55.7056,12.5683,anonymous,EN-GB,0.6000000238418579,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Meget enig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Meget enig,Meget enig,Meget enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Mand,,38,0,0,6.032,0,,1.202,1.202,4.901,1,280,1.401,1.401,6.034,1,"I,",1.4,1.4,6.081,1,,1.901,1.901,6.025,1,,Moderat bekendt,697c82aa-1735-852f-2820-f7326040abc8,Mette Frederiksen,"Meget enig, Delvist enig"
2026-01-30 10:05:28,2026-01-30 10:11:13,IP Address,87.63.50.208,100,344,True,2026-01-30 10:11:13,R_8fm9SOWPGBBrmSN,,,,,56.1567,10.2153,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Meget enig,Meget enig,Delvist enig,Hverken enig eller uenig,Ingen af delene,,,,Tættest på blå blok,Slet ikke vigtig,Mand,,49,3.798,3.798,6.015,1,5,3.456,3.456,6.009,1,5,2.239,2.239,6.114,1,25,2.956,2.956,5.386,1,3,5.224,5.224,6.018,1,",",Lidt bekendt,697c8263-ad89-18ab-5ab6-242cf42aa42f,Troels Lund Poulsen,"Meget enig, Delvist enig, Hverken enig eller uenig"
2026-01-30 10:08:36,2026-01-30 10:12:23,IP Address,77.33.29.5,100,226,True,2026-01-30 10:12:23,R_8NQX4SPqzNILNka,,,,,56.1951,10.232,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Mand,,60,3.464,3.464,6.013,1,,2.801,2.801,6.011,1,40,3.001,3.001,6.131,1,1,0.278,3.901,6.131,2,,5.103,5.103,6.084,1,,Ekstremt bekendt,697c831e-6258-1c56-77c6-89c4d4a0daec,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig"
2026-01-30 10:10:42,2026-01-30 10:12:31,IP Address,87.49.44.46,100,108,True,2026-01-30 10:12:31,R_8lKqgrUKH0C6TTu,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Meget enig,Delvist enig,Delvist enig,Ingen af delene,,,,Ingen af delene,Moderat vigtig,Kvinde,,52,1.742,1.742,6.003,1,,1.672,1.672,5.647,1,2000,2.027,2.027,6.014,1,"1 ",1.439,1.439,3.656,1,0,1.747,1.747,4.901,1,1000,Ekstremt bekendt,697c839c-4b1b-7c21-5b8e-72b881815106,Mette Frederiksen,"Delvist enig, Meget enig"
2026-01-30 10:11:17,2026-01-30 10:13:24,IP Address,176.23.84.89,100,126,True,2026-01-30 10:13:24,R_8DN2t08Dz9vNx2D,,,,,55.3462,10.3902,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Ingen af delene,,,,Ingen af delene,Lidt vigtig,Mand,,28,3.306,3.306,6.015,1,,1.852,1.852,6.013,1,D,0.932,0.932,5.95,1,100000000,4.187,4.187,6.013,1,,0.879,0.879,6.113,1,,Moderat bekendt,697c83c0-7e76-4fbe-9f5e-d370841cfc7c,Mette Frederiksen,Delvist Uenig
2026-01-30 10:10:47,2026-01-30 10:13:47,IP Address,87.59.255.115,100,179,True,2026-01-30 10:13:47,R_2kAMDcfOwTyZQ3M,,,,,55.7704,12.5038,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Lidt vigtig,Mand,,74,3.826,3.826,6.005,1,p,2.355,5.819,6.005,2,150,2.686,2.686,6.005,1,3 milj,0,0,0.381,0,,2.837,2.837,6.005,1,3 mil,Moderat bekendt,697c83a1-e2bf-7d5e-547d-e22f6d8eddfb,Mette Frederiksen,Meget enig
2026-01-30 10:11:12,2026-01-30 10:15:18,IP Address,45.134.165.172,100,246,True,2026-01-30 10:15:19,R_2y1i3eH0jOH7xNT,,,,,55.3325,11.1393,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Meget enig,Delvist enig,Hverken enig eller uenig,Rød blok,,Stærkt tilknyttet,,,Slet ikke vigtig,Kvinde,,74,2.868,2.868,6.012,1,1,4.145,4.145,6.009,1,87,4.364,4.364,6.109,1,1,0.493,4.903,6.012,2,,0.5,0.5,1.096,1,,Moderat bekendt,697c83ba-feb2-9288-156e-c8a3379818c0,Troels Lund Poulsen,"Meget enig, Delvist enig, Hverken enig eller uenig"
2026-01-30 10:12:05,2026-01-30 10:15:19,IP Address,188.182.11.218,100,193,True,2026-01-30 10:15:20,R_8776GgxfvWQalq1,,,,,55.3261,10.7816,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Rød blok,,Stærkt tilknyttet,,,Lidt vigtig,Mand,,84,5.563,5.563,6.11,1,,0,0,2.829,0,,0,0,6.021,0,,0,0,6.115,0,,0,0,6.121,0,,Meget bekendt,697c83d8-5a2b-69c3-e55a-d91315e45ab8,Mette Frederiksen,Meget enig
2026-01-30 10:12:33,2026-01-30 10:15:24,IP Address,87.52.109.15,100,170,True,2026-01-30 10:15:24,R_2tyyF5hvAK9oefD,,,,,55.7309,12.5715,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Meget vigtig,Kvinde,,35,2.819,2.819,5.649,1,300,1.801,1.801,5.266,1,800,3.344,3.344,6.019,1,Mill,3.87,3.87,6.025,1,0,3.366,3.366,6.026,1,50,"Slet ikke bekendt (jeg ved ikke, hvem personen er)",697c840b-9eb1-f0b4-46cd-1ea0aded4a3d,Troels Lund Poulsen,Hverken enig eller uenig
2026-01-30 10:13:08,2026-01-30 10:15:57,IP Address,77.241.128.117,100,169,True,2026-01-30 10:15:58,R_8n9uMqd77OjfZER,,,,,55.674,12.5696,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Ingen af delene,,,,Ingen af delene,Moderat vigtig,Mand,,62,0,0,6.024,0,,0,0,6.12,0,,4.701,4.701,6.019,1,,0,0,6.02,0,,3.3,3.3,6.02,1,,Lidt bekendt,697c842e-d3fd-a2d3-2ac7-bb6b719fc75e,Mette Frederiksen,Delvist enig
2026-01-30 10:15:05,2026-01-30 10:17:01,IP Address,87.52.60.25,100,116,True,2026-01-30 10:17:01,R_837gnYSmzncyIgb,,,,,55.9594,12.5419,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Tættest på rød blok,Lidt vigtig,Mand,,45,2.659,2.659,6.112,1,,0,0,6.017,0,,0.837,0.837,6.012,1,,2.297,2.297,6.02,1,0,2.635,2.635,6.01,1,2000,Moderat bekendt,697c84a2-b3b7-729c-b98d-140fd5dc93c7,Troels Lund Poulsen,Hverken enig eller uenig
2026-01-30 10:14:50,2026-01-30 10:18:11,IP Address,90.185.60.200,100,200,True,2026-01-30 10:18:11,R_8OTTM70rgQvv0HA,,,,,55.7115,12.4884,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Ingen af delene,,,,Tættest på blå blok,Lidt vigtig,Kvinde,,65,4.813,4.813,6.107,1,,3.508,3.508,6.015,1,ved i,0,0,6.013,0,,0,0,6.01,0,,0,0,6.118,0,,Meget bekendt,697c8495-f01a-f6c3-70f8-5d9adf2ff06f,Mette Frederiksen,"Meget uenig, Hverken enig eller uenig, Delvist Uenig"
2026-01-30 10:16:19,2026-01-30 10:18:20,IP Address,85.203.210.22,100,120,True,2026-01-30 10:18:20,R_8dZtwigRj4SOc7s,,,,,55.4882,8.5037,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Lidt vigtig,Kvinde,,35,3.754,3.754,6.01,1,,2.394,2.394,6.008,1,20000,1.581,1.581,6.113,1,2000000,1.9,1.9,5.498,1,0,2.535,2.535,6.012,1,200000,Lidt bekendt,697c84ed-9073-cebe-ee44-289d9f67e3e1,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist Uenig"
2026-01-30 10:15:24,2026-01-30 10:21:26,IP Address,90.184.56.11,100,361,True,2026-01-30 10:21:27,R_2n9fXWklQYfMCbu,,,,,55.6514,12.2926,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist Uenig,Delvist enig,Delvist enig,Delvist Uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Kvinde,,36,3.307,3.307,6.013,1,,1.91,1.91,6.008,1,50,2.421,2.421,6.011,1,10000,4.189,4.189,6.11,1,,3.712,3.712,6.005,1,1,Meget bekendt,697c84b7-4aba-2420-88ab-5cf340a712fd,Mette Frederiksen,"Delvist enig, Delvist Uenig"
